@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
246,97,53,7,193,0.035,0.646667,0.932692,0.646667,0.067308,0.76378,0.297143,2.176282,0.748114
247,96,54,7,193,0.035,0.64,0.932039,0.64,0.067961,0.758893,0.294286,2.174757,0.751153
248,95,55,7,193,0.035,0.633333,0.931373,0.633333,0.068627,0.753968,0.291429,2.173203,0.765836
249,94,56,7,193,0.035,0.626667,0.930693,0.626667,0.069307,0.749004,0.288571,2.171617,0.767616
250,93,57,7,193,0.035,0.62,0.93,0.62,0.07,0.744,0.285714,2.17,0.768342
251,92,58,7,193,0.035,0.613333,0.929293,0.613333,0.070707,0.738956,0.282857,2.16835,0.772953
252,91,59,7,193,0.035,0.606667,0.928571,0.606667,0.071429,0.733871,0.28,2.166667,0.784319
253,90,60,7,193,0.035,0.6,0.927835,0.6,0.072165,0.728745,0.277143,2.164948,0.785406
254,89,61,7,193,0.035,0.593333,0.927083,0.593333,0.072917,0.723577,0.274286,2.163194,0.787478
255,88,62,7,193,0.035,0.586667,0.926316,0.586667,0.073684,0.718367,0.271429,2.161404,0.788985
256,87,63,7,193,0.035,0.58,0.925532,0.58,0.074468,0.713115,0.268571,2.159574,0.806878
257,86,64,7,193,0.035,0.573333,0.924731,0.573333,0.075269,0.707819,0.265714,2.157706,0.810849
258,85,65,7,193,0.035,0.566667,0.923913,0.566667,0.076087,0.702479,0.262857,2.155797,0.824778
259,84,66,7,193,0.035,0.56,0.923077,0.56,0.076923,0.697095,0.26,2.153846,0.829829
260,84,66,6,194,0.03,0.56,0.933333,0.56,0.066667,0.7,0.257143,2.177778,0.831319
261,83,67,6,194,0.03,0.553333,0.932584,0.553333,0.067416,0.694561,0.254286,2.17603,0.832764
262,82,68,6,194,0.03,0.546667,0.931818,0.546667,0.068182,0.689076,0.251429,2.174242,0.834112
263,82,68,5,195,0.025,0.546667,0.942529,0.546667,0.057471,0.691983,0.248571,2.199234,0.836101
264,81,69,5,195,0.025,0.54,0.94186,0.54,0.05814,0.686441,0.245714,2.197674,0.836352
265,81,69,4,196,0.02,0.54,0.952941,0.54,0.047059,0.689362,0.242857,2.223529,0.841245
266,80,70,4,196,0.02,0.533333,0.952381,0.533333,0.047619,0.683761,0.24,2.222222,0.841489
267,79,71,4,196,0.02,0.526667,0.951807,0.526667,0.048193,0.678112,0.237143,2.220884,0.845293
268,78,72,4,196,0.02,0.52,0.95122,0.52,0.04878,0.672414,0.234286,2.219512,0.845915
269,77,73,4,196,0.02,0.513333,0.950617,0.513333,0.049383,0.666667,0.231429,2.218107,0.859841
270,77,73,3,197,0.015,0.513333,0.9625,0.513333,0.0375,0.669565,0.228571,2.245833,0.861496
271,76,74,3,197,0.015,0.506667,0.962025,0.506667,0.037975,0.663755,0.225714,2.244726,0.8621
272,75,75,3,197,0.015,0.5,0.961538,0.5,0.038462,0.657895,0.222857,2.24359,0.86692
273,74,76,3,197,0.015,0.493333,0.961039,0.493333,0.038961,0.651982,0.22,2.242424,0.87389
274,73,77,3,197,0.015,0.486667,0.960526,0.486667,0.039474,0.646018,0.217143,2.241228,0.874806
275,72,78,3,197,0.015,0.48,0.96,0.48,0.04,0.64,0.214286,2.24,0.879215
276,71,79,3,197,0.015,0.473333,0.959459,0.473333,0.040541,0.633929,0.211429,2.238739,0.881288
277,70,80,3,197,0.015,0.466667,0.958904,0.466667,0.041096,0.627803,0.208571,2.237443,0.886181
278,69,81,3,197,0.015,0.46,0.958333,0.46,0.041667,0.621622,0.205714,2.236111,0.900258
279,68,82,3,197,0.015,0.453333,0.957746,0.453333,0.042254,0.615385,0.202857,2.234742,0.906755
280,67,83,3,197,0.015,0.446667,0.957143,0.446667,0.042857,0.609091,0.2,2.233333,0.907964
281,66,84,3,197,0.015,0.44,0.956522,0.44,0.043478,0.60274,0.197143,2.231884,0.912411
282,65,85,3,197,0.015,0.433333,0.955882,0.433333,0.044118,0.59633,0.194286,2.230392,0.917419
283,64,86,3,197,0.015,0.426667,0.955224,0.426667,0.044776,0.589862,0.191429,2.228856,0.917687
284,63,87,3,197,0.015,0.42,0.954545,0.42,0.045455,0.583333,0.188571,2.227273,0.925152
285,62,88,3,197,0.015,0.413333,0.953846,0.413333,0.046154,0.576744,0.185714,2.225641,0.926099
286,62,88,2,198,0.01,0.413333,0.96875,0.413333,0.03125,0.579439,0.182857,2.260417,0.926882
287,61,89,2,198,0.01,0.406667,0.968254,0.406667,0.031746,0.57277,0.18,2.259259,0.933553
288,60,90,2,198,0.01,0.4,0.967742,0.4,0.032258,0.566038,0.177143,2.258065,0.939896
289,59,91,2,198,0.01,0.393333,0.967213,0.393333,0.032787,0.559242,0.174286,2.256831,0.940322
290,58,92,2,198,0.01,0.386667,0.966667,0.386667,0.033333,0.552381,0.171429,2.255556,0.945989
291,57,93,2,198,0.01,0.38,0.966102,0.38,0.033898,0.545455,0.168571,2.254237,0.952337
292,56,94,2,198,0.01,0.373333,0.965517,0.373333,0.034483,0.538462,0.165714,2.252874,0.965335
293,55,95,2,198,0.01,0.366667,0.964912,0.366667,0.035088,0.531401,0.162857,2.251462,0.970001
294,54,96,2,198,0.01,0.36,0.964286,0.36,0.035714,0.524272,0.16,2.25,0.972631
295,53,97,2,198,0.01,0.353333,0.963636,0.353333,0.036364,0.517073,0.157143,2.248485,0.975472
296,52,98,2,198,0.01,0.346667,0.962963,0.346667,0.037037,0.509804,0.154286,2.246914,0.978076
297,51,99,2,198,0.01,0.34,0.962264,0.34,0.037736,0.502463,0.151429,2.245283,0.981348
298,50,100,2,198,0.01,0.333333,0.961538,0.333333,0.038462,0.49505,0.148571,2.24359,0.988727
299,49,101,2,198,0.01,0.326667,0.960784,0.326667,0.039216,0.487562,0.145714,2.24183,0.989251
300,48,102,2,198,0.01,0.32,0.96,0.32,0.04,0.48,0.142857,2.24,0.99093
301,47,103,2,198,0.01,0.313333,0.959184,0.313333,0.040816,0.472362,0.14,2.238095,0.99449
302,46,104,2,198,0.01,0.306667,0.958333,0.306667,0.041667,0.464646,0.137143,2.236111,0.995318
303,45,105,2,198,0.01,0.3,0.957447,0.3,0.042553,0.456853,0.134286,2.234043,0.996112
304,44,106,2,198,0.01,0.293333,0.956522,0.293333,0.043478,0.44898,0.131429,2.231884,0.996824
305,43,107,2,198,0.01,0.286667,0.955556,0.286667,0.044444,0.441026,0.128571,2.22963,0.996855
306,42,108,2,198,0.01,0.28,0.954545,0.28,0.045455,0.43299,0.125714,2.227273,0.996884
307,41,109,2,198,0.01,0.273333,0.953488,0.273333,0.046512,0.42487,0.122857,2.224806,0.99831
308,40,110,2,198,0.01,0.266667,0.952381,0.266667,0.047619,0.416667,0.12,2.222222,0.998644
309,39,111,2,198,0.01,0.26,0.95122,0.26,0.04878,0.408377,0.117143,2.219512,0.998997
310,38,112,2,198,0.01,0.253333,0.95,0.253333,0.05,0.4,0.114286,2.216667,0.999031
311,37,113,2,198,0.01,0.246667,0.948718,0.246667,0.051282,0.391534,0.111429,2.213675,0.999035
312,36,114,2,198,0.01,0.24,0.947368,0.24,0.052632,0.382979,0.108571,2.210526,0.999578
313,35,115,2,198,0.01,0.233333,0.945946,0.233333,0.054054,0.374332,0.105714,2.207207,0.999628
314,34,116,2,198,0.01,0.226667,0.944444,0.226667,0.055556,0.365591,0.102857,2.203704,0.999631
315,33,117,2,198,0.01,0.22,0.942857,0.22,0.057143,0.356757,0.1,2.2,0.999644
316,32,118,2,198,0.01,0.213333,0.941176,0.213333,0.058824,0.347826,0.097143,2.196078,0.999671
317,31,119,2,198,0.01,0.206667,0.939394,0.206667,0.060606,0.338798,0.094286,2.191919,0.99971
318,31,119,1,199,0.005,0.206667,0.96875,0.206667,0.03125,0.340659,0.091429,2.260417,0.99974
319,30,120,1,199,0.005,0.2,0.967742,0.2,0.032258,0.331492,0.088571,2.258065,0.99981
320,29,121,1,199,0.005,0.193333,0.966667,0.193333,0.033333,0.322222,0.085714,2.255556,0.999901
321,28,122,1,199,0.005,0.186667,0.965517,0.186667,0.034483,0.312849,0.082857,2.252874,0.999938
322,27,123,1,199,0.005,0.18,0.964286,0.18,0.035714,0.303371,0.08,2.25,0.999947
323,26,124,1,199,0.005,0.173333,0.962963,0.173333,0.037037,0.293785,0.077143,2.246914,0.999979
324,25,125,1,199,0.005,0.166667,0.961538,0.166667,0.038462,0.284091,0.074286,2.24359,0.999984
325,24,126,1,199,0.005,0.16,0.96,0.16,0.04,0.274286,0.071429,2.24,0.999987
326,23,127,1,199,0.005,0.153333,0.958333,0.153333,0.041667,0.264368,0.068571,2.236111,0.999988
327,22,128,1,199,0.005,0.146667,0.956522,0.146667,0.043478,0.254335,0.065714,2.231884,0.999991
328,21,129,1,199,0.005,0.14,0.954545,0.14,0.045455,0.244186,0.062857,2.227273,0.999992
329,20,130,1,199,0.005,0.133333,0.952381,0.133333,0.047619,0.233918,0.06,2.222222,0.999994
330,19,131,1,199,0.005,0.126667,0.95,0.126667,0.05,0.223529,0.057143,2.216667,0.999996
331,18,132,1,199,0.005,0.12,0.947368,0.12,0.052632,0.213018,0.054286,2.210526,0.999998
332,18,132,0,200,0,0.12,1,0.12,0,0.214286,0.051429,2.333333,0.999999
333,17,133,0,200,0,0.113333,1,0.113333,0,0.203593,0.048571,2.333333,1
334,16,134,0,200,0,0.106667,1,0.106667,0,0.192771,0.045714,2.333333,1
335,15,135,0,200,0,0.1,1,0.1,0,0.181818,0.042857,2.333333,1
336,14,136,0,200,0,0.093333,1,0.093333,0,0.170732,0.04,2.333333,1
337,13,137,0,200,0,0.086667,1,0.086667,0,0.159509,0.037143,2.333333,1
338,12,138,0,200,0,0.08,1,0.08,0,0.148148,0.034286,2.333333,1
339,11,139,0,200,0,0.073333,1,0.073333,0,0.136646,0.031429,2.333333,1
340,10,140,0,200,0,0.066667,1,0.066667,0,0.125,0.028571,2.333333,1
341,9,141,0,200,0,0.06,1,0.06,0,0.113208,0.025714,2.333333,1
342,0,150,0,200,0,0,?,0,?,?,0,?,1.00001
