@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
101,101,7,148,94,0.61157,0.935185,0.405622,0.935185,0.594378,0.565826,0.711429,1.314517,0.154707
102,101,7,147,95,0.607438,0.935185,0.407258,0.935185,0.592742,0.567416,0.708571,1.319818,0.158511
103,101,7,146,96,0.603306,0.935185,0.408907,0.935185,0.591093,0.569014,0.705714,1.325161,0.161275
104,101,7,145,97,0.599174,0.935185,0.410569,0.935185,0.589431,0.570621,0.702857,1.330548,0.163648
105,100,8,145,97,0.599174,0.925926,0.408163,0.925926,0.591837,0.566572,0.7,1.322751,0.163899
106,100,8,144,98,0.595041,0.925926,0.409836,0.925926,0.590164,0.568182,0.697143,1.328172,0.165728
107,100,8,143,99,0.590909,0.925926,0.411523,0.925926,0.588477,0.569801,0.694286,1.333638,0.165888
108,99,9,143,99,0.590909,0.916667,0.409091,0.916667,0.590909,0.565714,0.691429,1.325758,0.166749
109,98,10,143,99,0.590909,0.907407,0.406639,0.907407,0.593361,0.561605,0.688571,1.317812,0.167333
110,98,10,142,100,0.586777,0.907407,0.408333,0.907407,0.591667,0.563218,0.685714,1.323302,0.168681
111,98,10,141,101,0.582645,0.907407,0.410042,0.907407,0.589958,0.564841,0.682857,1.328839,0.170171
112,97,11,141,101,0.582645,0.898148,0.407563,0.898148,0.592437,0.560694,0.68,1.320806,0.17131
113,97,11,140,102,0.578512,0.898148,0.409283,0.898148,0.590717,0.562319,0.677143,1.326379,0.175222
114,97,11,139,103,0.57438,0.898148,0.411017,0.898148,0.588983,0.563953,0.674286,1.331999,0.177853
115,97,11,138,104,0.570248,0.898148,0.412766,0.898148,0.587234,0.565598,0.671429,1.337667,0.178892
116,96,12,138,104,0.570248,0.888889,0.410256,0.888889,0.589744,0.561404,0.668571,1.329535,0.186782
117,96,12,137,105,0.566116,0.888889,0.412017,0.888889,0.587983,0.56305,0.665714,1.335241,0.187908
118,96,12,136,106,0.561983,0.888889,0.413793,0.888889,0.586207,0.564706,0.662857,1.340996,0.189151
119,96,12,135,107,0.557851,0.888889,0.415584,0.888889,0.584416,0.566372,0.66,1.346801,0.189352
120,95,13,135,107,0.557851,0.87963,0.413043,0.87963,0.586957,0.56213,0.657143,1.338567,0.191255
121,95,13,134,108,0.553719,0.87963,0.414847,0.87963,0.585153,0.563798,0.654286,1.344412,0.191725
122,95,13,133,109,0.549587,0.87963,0.416667,0.87963,0.583333,0.565476,0.651429,1.350309,0.193122
123,95,13,132,110,0.545455,0.87963,0.418502,0.87963,0.581498,0.567164,0.648571,1.356257,0.19776
124,95,13,131,111,0.541322,0.87963,0.420354,0.87963,0.579646,0.568862,0.645714,1.362258,0.202184
125,95,13,130,112,0.53719,0.87963,0.422222,0.87963,0.577778,0.570571,0.642857,1.368313,0.204847
126,95,13,129,113,0.533058,0.87963,0.424107,0.87963,0.575893,0.572289,0.64,1.374421,0.206976
127,95,13,128,114,0.528926,0.87963,0.426009,0.87963,0.573991,0.574018,0.637143,1.380585,0.21093
128,95,13,127,115,0.524793,0.87963,0.427928,0.87963,0.572072,0.575758,0.634286,1.386803,0.211038
129,94,14,127,115,0.524793,0.87037,0.425339,0.87037,0.574661,0.571429,0.631429,1.378415,0.212522
130,94,14,126,116,0.520661,0.87037,0.427273,0.87037,0.572727,0.573171,0.628571,1.38468,0.213471
131,94,14,125,117,0.516529,0.87037,0.429224,0.87037,0.570776,0.574924,0.625714,1.391003,0.214058
132,94,14,124,118,0.512397,0.87037,0.431193,0.87037,0.568807,0.576687,0.622857,1.397384,0.214365
133,93,15,124,118,0.512397,0.861111,0.428571,0.861111,0.571429,0.572308,0.62,1.388889,0.214594
134,93,15,123,119,0.508264,0.861111,0.430556,0.861111,0.569444,0.574074,0.617143,1.395319,0.214635
135,93,15,122,120,0.504132,0.861111,0.432558,0.861111,0.567442,0.575851,0.614286,1.401809,0.215037
136,92,16,122,120,0.504132,0.851852,0.429907,0.851852,0.570093,0.571429,0.611429,1.393216,0.21622
137,91,17,122,120,0.504132,0.842593,0.42723,0.842593,0.57277,0.566978,0.608571,1.384542,0.21689
138,91,17,121,121,0.5,0.842593,0.429245,0.842593,0.570755,0.56875,0.605714,1.391073,0.219124
139,91,17,120,122,0.495868,0.842593,0.43128,0.842593,0.56872,0.570533,0.602857,1.397665,0.22458
140,91,17,119,123,0.491736,0.842593,0.433333,0.842593,0.566667,0.572327,0.6,1.404321,0.227047
141,91,17,118,124,0.487603,0.842593,0.435407,0.842593,0.564593,0.574132,0.597143,1.41104,0.228497
142,90,18,118,124,0.487603,0.833333,0.432692,0.833333,0.567308,0.56962,0.594286,1.402244,0.230286
143,90,18,117,125,0.483471,0.833333,0.434783,0.833333,0.565217,0.571429,0.591429,1.409018,0.231387
144,90,18,116,126,0.479339,0.833333,0.436893,0.833333,0.563107,0.573248,0.588571,1.415858,0.232384
145,90,18,115,127,0.475207,0.833333,0.439024,0.833333,0.560976,0.57508,0.585714,1.422764,0.234164
146,90,18,114,128,0.471074,0.833333,0.441176,0.833333,0.558824,0.576923,0.582857,1.429739,0.235462
147,90,18,113,129,0.466942,0.833333,0.44335,0.833333,0.55665,0.578778,0.58,1.436782,0.236711
148,90,18,112,130,0.46281,0.833333,0.445545,0.833333,0.554455,0.580645,0.577143,1.443894,0.239876
149,90,18,111,131,0.458678,0.833333,0.447761,0.833333,0.552239,0.582524,0.574286,1.451078,0.24132
150,90,18,110,132,0.454545,0.833333,0.45,0.833333,0.55,0.584416,0.571429,1.458333,0.242157
151,90,18,109,133,0.450413,0.833333,0.452261,0.833333,0.547739,0.586319,0.568571,1.465662,0.248096
152,90,18,108,134,0.446281,0.833333,0.454545,0.833333,0.545455,0.588235,0.565714,1.473064,0.248841
153,90,18,107,135,0.442149,0.833333,0.456853,0.833333,0.543147,0.590164,0.562857,1.480541,0.251885
154,90,18,106,136,0.438017,0.833333,0.459184,0.833333,0.540816,0.592105,0.56,1.488095,0.252855
155,90,18,105,137,0.433884,0.833333,0.461538,0.833333,0.538462,0.594059,0.557143,1.495726,0.259629
156,90,18,104,138,0.429752,0.833333,0.463918,0.833333,0.536082,0.596026,0.554286,1.503436,0.262606
157,90,18,103,139,0.42562,0.833333,0.466321,0.833333,0.533679,0.598007,0.551429,1.511226,0.263752
158,90,18,102,140,0.421488,0.833333,0.46875,0.833333,0.53125,0.6,0.548571,1.519097,0.264742
159,90,18,101,141,0.417355,0.833333,0.471204,0.833333,0.528796,0.602007,0.545714,1.527051,0.269742
160,90,18,100,142,0.413223,0.833333,0.473684,0.833333,0.526316,0.604027,0.542857,1.535088,0.270664
161,89,19,100,142,0.413223,0.824074,0.470899,0.824074,0.529101,0.599327,0.54,1.526063,0.273409
162,89,19,99,143,0.409091,0.824074,0.473404,0.824074,0.526596,0.601351,0.537143,1.53418,0.274152
163,89,19,98,144,0.404959,0.824074,0.475936,0.824074,0.524064,0.60339,0.534286,1.542385,0.27418
164,89,19,97,145,0.400826,0.824074,0.478495,0.824074,0.521505,0.605442,0.531429,1.550677,0.277453
165,89,19,96,146,0.396694,0.824074,0.481081,0.824074,0.518919,0.607509,0.528571,1.559059,0.278135
166,89,19,95,147,0.392562,0.824074,0.483696,0.824074,0.516304,0.609589,0.525714,1.567532,0.279254
167,89,19,94,148,0.38843,0.824074,0.486339,0.824074,0.513661,0.611684,0.522857,1.576098,0.27937
168,89,19,93,149,0.384298,0.824074,0.489011,0.824074,0.510989,0.613793,0.52,1.584758,0.280006
169,88,20,93,149,0.384298,0.814815,0.486188,0.814815,0.513812,0.608997,0.517143,1.575609,0.28084
170,87,21,93,149,0.384298,0.805556,0.483333,0.805556,0.516667,0.604167,0.514286,1.566358,0.280904
171,87,21,92,150,0.380165,0.805556,0.486034,0.805556,0.513966,0.606272,0.511429,1.575109,0.281528
172,86,22,92,150,0.380165,0.796296,0.483146,0.796296,0.516854,0.601399,0.508571,1.565751,0.284878
173,86,22,91,151,0.376033,0.796296,0.485876,0.796296,0.514124,0.603509,0.505714,1.574597,0.286731
174,86,22,90,152,0.371901,0.796296,0.488636,0.796296,0.511364,0.605634,0.502857,1.583544,0.286914
175,85,23,90,152,0.371901,0.787037,0.485714,0.787037,0.514286,0.600707,0.5,1.574074,0.286937
176,84,24,90,152,0.371901,0.777778,0.482759,0.777778,0.517241,0.595745,0.497143,1.564496,0.287067
177,84,24,89,153,0.367769,0.777778,0.485549,0.777778,0.514451,0.597865,0.494286,1.573539,0.288405
178,83,25,89,153,0.367769,0.768519,0.482558,0.768519,0.517442,0.592857,0.491429,1.563846,0.28935
179,83,25,88,154,0.363636,0.768519,0.48538,0.768519,0.51462,0.594982,0.488571,1.572991,0.291829
180,83,25,87,155,0.359504,0.768519,0.488235,0.768519,0.511765,0.597122,0.485714,1.582244,0.292431
181,83,25,86,156,0.355372,0.768519,0.491124,0.768519,0.508876,0.599278,0.482857,1.591606,0.2962
182,82,26,86,156,0.355372,0.759259,0.488095,0.759259,0.511905,0.594203,0.48,1.58179,0.296673
183,82,26,85,157,0.35124,0.759259,0.491018,0.759259,0.508982,0.596364,0.477143,1.591262,0.301182
184,82,26,84,158,0.347107,0.759259,0.493976,0.759259,0.506024,0.59854,0.474286,1.600848,0.302177
185,81,27,84,158,0.347107,0.75,0.490909,0.75,0.509091,0.593407,0.471429,1.590909,0.302299
186,81,27,83,159,0.342975,0.75,0.493902,0.75,0.506098,0.595588,0.468571,1.60061,0.302717
187,80,28,83,159,0.342975,0.740741,0.490798,0.740741,0.509202,0.590406,0.465714,1.590548,0.304096
188,80,28,82,160,0.338843,0.740741,0.493827,0.740741,0.506173,0.592593,0.462857,1.600366,0.306006
189,80,28,81,161,0.334711,0.740741,0.496894,0.740741,0.503106,0.594796,0.46,1.610306,0.306667
190,80,28,80,162,0.330579,0.740741,0.5,0.740741,0.5,0.597015,0.457143,1.62037,0.311069
191,79,29,80,162,0.330579,0.731481,0.496855,0.731481,0.503145,0.59176,0.454286,1.610179,0.312022
192,78,30,80,162,0.330579,0.722222,0.493671,0.722222,0.506329,0.586466,0.451429,1.599859,0.314024
193,77,31,80,162,0.330579,0.712963,0.490446,0.712963,0.509554,0.581132,0.448571,1.589408,0.315813
194,77,31,79,163,0.326446,0.712963,0.49359,0.712963,0.50641,0.583333,0.445714,1.599596,0.316867
195,76,32,79,163,0.326446,0.703704,0.490323,0.703704,0.509677,0.577947,0.442857,1.589008,0.317573
196,76,32,78,164,0.322314,0.703704,0.493506,0.703704,0.506494,0.580153,0.44,1.599327,0.323194
197,76,32,77,165,0.318182,0.703704,0.496732,0.703704,0.503268,0.582375,0.437143,1.60978,0.324103
198,76,32,76,166,0.31405,0.703704,0.5,0.703704,0.5,0.584615,0.434286,1.62037,0.326261
199,76,32,75,167,0.309917,0.703704,0.503311,0.703704,0.496689,0.586873,0.431429,1.631101,0.330486
200,75,33,75,167,0.309917,0.694444,0.5,0.694444,0.5,0.581395,0.428571,1.62037,0.331226
201,75,33,74,168,0.305785,0.694444,0.503356,0.694444,0.496644,0.583658,0.425714,1.631245,0.334465
202,74,34,74,168,0.305785,0.685185,0.5,0.685185,0.5,0.578125,0.422857,1.62037,0.334972
203,74,34,73,169,0.301653,0.685185,0.503401,0.685185,0.496599,0.580392,0.42,1.631393,0.337983
204,74,34,72,170,0.297521,0.685185,0.506849,0.685185,0.493151,0.582677,0.417143,1.642567,0.339608
205,74,34,71,171,0.293388,0.685185,0.510345,0.685185,0.489655,0.58498,0.414286,1.653895,0.339746
206,74,34,70,172,0.289256,0.685185,0.513889,0.685185,0.486111,0.587302,0.411429,1.665381,0.342651
207,73,35,70,172,0.289256,0.675926,0.51049,0.675926,0.48951,0.581673,0.408571,1.654364,0.344936
208,73,35,69,173,0.285124,0.675926,0.514085,0.675926,0.485915,0.584,0.405714,1.666015,0.34546
209,73,35,68,174,0.280992,0.675926,0.51773,0.675926,0.48227,0.586345,0.402857,1.67783,0.352058
210,73,35,67,175,0.27686,0.675926,0.521429,0.675926,0.478571,0.58871,0.4,1.689815,0.360786
211,73,35,66,176,0.272727,0.675926,0.52518,0.675926,0.47482,0.591093,0.397143,1.701972,0.363054
212,73,35,65,177,0.268595,0.675926,0.528986,0.675926,0.471014,0.593496,0.394286,1.714305,0.36463
213,73,35,64,178,0.264463,0.675926,0.532847,0.675926,0.467153,0.595918,0.391429,1.726818,0.368496
214,72,36,64,178,0.264463,0.666667,0.529412,0.666667,0.470588,0.590164,0.388571,1.715686,0.370515
215,71,37,64,178,0.264463,0.657407,0.525926,0.657407,0.474074,0.584362,0.385714,1.70439,0.373063
216,70,38,64,178,0.264463,0.648148,0.522388,0.648148,0.477612,0.578512,0.382857,1.692924,0.377104
217,70,38,63,179,0.260331,0.648148,0.526316,0.648148,0.473684,0.580913,0.38,1.705653,0.377228
218,70,38,62,180,0.256198,0.648148,0.530303,0.648148,0.469697,0.583333,0.377143,1.718575,0.380019
219,70,38,61,181,0.252066,0.648148,0.534351,0.648148,0.465649,0.585774,0.374286,1.731694,0.383402
220,70,38,60,182,0.247934,0.648148,0.538462,0.648148,0.461538,0.588235,0.371429,1.745014,0.384167
221,70,38,59,183,0.243802,0.648148,0.542636,0.648148,0.457364,0.590717,0.368571,1.758541,0.388515
222,70,38,58,184,0.239669,0.648148,0.546875,0.648148,0.453125,0.59322,0.365714,1.77228,0.395415
223,70,38,57,185,0.235537,0.648148,0.551181,0.648148,0.448819,0.595745,0.362857,1.786235,0.396087
224,70,38,56,186,0.231405,0.648148,0.555556,0.648148,0.444444,0.598291,0.36,1.800412,0.396214
225,70,38,55,187,0.227273,0.648148,0.56,0.648148,0.44,0.600858,0.357143,1.814815,0.39763
226,70,38,54,188,0.22314,0.648148,0.564516,0.648148,0.435484,0.603448,0.354286,1.82945,0.399511
227,70,38,53,189,0.219008,0.648148,0.569106,0.648148,0.430894,0.606061,0.351429,1.844324,0.405243
228,70,38,52,190,0.214876,0.648148,0.57377,0.648148,0.42623,0.608696,0.348571,1.859441,0.406245
229,69,39,52,190,0.214876,0.638889,0.570248,0.638889,0.429752,0.60262,0.345714,1.848026,0.407358
230,68,40,52,190,0.214876,0.62963,0.566667,0.62963,0.433333,0.596491,0.342857,1.83642,0.40927
231,67,41,52,190,0.214876,0.62037,0.563025,0.62037,0.436975,0.590308,0.34,1.824619,0.41211
232,67,41,51,191,0.210744,0.62037,0.567797,0.62037,0.432203,0.59292,0.337143,1.840082,0.41402
233,67,41,50,192,0.206612,0.62037,0.57265,0.62037,0.42735,0.595556,0.334286,1.855809,0.417633
234,66,42,50,192,0.206612,0.611111,0.568966,0.611111,0.431034,0.589286,0.331429,1.84387,0.418246
235,66,42,49,193,0.202479,0.611111,0.573913,0.611111,0.426087,0.591928,0.328571,1.859903,0.421273
236,66,42,48,194,0.198347,0.611111,0.578947,0.611111,0.421053,0.594595,0.325714,1.876218,0.421841
237,66,42,47,195,0.194215,0.611111,0.584071,0.611111,0.415929,0.597285,0.322857,1.892822,0.428158
238,66,42,46,196,0.190083,0.611111,0.589286,0.611111,0.410714,0.6,0.32,1.909722,0.428835
239,66,42,45,197,0.18595,0.611111,0.594595,0.611111,0.405405,0.60274,0.317143,1.926927,0.432959
240,65,43,45,197,0.18595,0.601852,0.590909,0.601852,0.409091,0.59633,0.314286,1.914983,0.437354
241,65,43,44,198,0.181818,0.601852,0.59633,0.601852,0.40367,0.599078,0.311429,1.932552,0.437665
242,65,43,43,199,0.177686,0.601852,0.601852,0.601852,0.398148,0.601852,0.308571,1.950446,0.444128
243,65,43,42,200,0.173554,0.601852,0.607477,0.601852,0.392523,0.604651,0.305714,1.968674,0.446001
244,65,43,41,201,0.169421,0.601852,0.613208,0.601852,0.386792,0.607477,0.302857,1.987247,0.451184
245,65,43,40,202,0.165289,0.601852,0.619048,0.601852,0.380952,0.610329,0.3,2.006173,0.456423
246,64,44,40,202,0.165289,0.592593,0.615385,0.592593,0.384615,0.603774,0.297143,1.994302,0.460227
247,63,45,40,202,0.165289,0.583333,0.61165,0.583333,0.38835,0.597156,0.294286,1.982201,0.461407
248,62,46,40,202,0.165289,0.574074,0.607843,0.574074,0.392157,0.590476,0.291429,1.969862,0.46226
249,61,47,40,202,0.165289,0.564815,0.60396,0.564815,0.39604,0.583732,0.288571,1.957279,0.462324
250,61,47,39,203,0.161157,0.564815,0.61,0.564815,0.39,0.586538,0.285714,1.976852,0.46381
