@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
251,60,48,39,203,0.161157,0.555556,0.606061,0.555556,0.393939,0.57971,0.282857,1.964085,0.464801
252,59,49,39,203,0.161157,0.546296,0.602041,0.546296,0.397959,0.572816,0.28,1.951058,0.471029
253,58,50,39,203,0.161157,0.537037,0.597938,0.537037,0.402062,0.565854,0.277143,1.937763,0.473738
254,57,51,39,203,0.161157,0.527778,0.59375,0.527778,0.40625,0.558824,0.274286,1.92419,0.479155
255,57,51,38,204,0.157025,0.527778,0.6,0.527778,0.4,0.561576,0.271429,1.944444,0.481616
256,57,51,37,205,0.152893,0.527778,0.606383,0.527778,0.393617,0.564356,0.268571,1.96513,0.483085
257,57,51,36,206,0.14876,0.527778,0.612903,0.527778,0.387097,0.567164,0.265714,1.98626,0.483784
258,56,52,36,206,0.14876,0.518519,0.608696,0.518519,0.391304,0.56,0.262857,1.972625,0.485654
259,56,52,35,207,0.144628,0.518519,0.615385,0.518519,0.384615,0.562814,0.26,1.994302,0.48766
260,55,53,35,207,0.144628,0.509259,0.611111,0.509259,0.388889,0.555556,0.257143,1.980453,0.489616
261,54,54,35,207,0.144628,0.5,0.606742,0.5,0.393258,0.548223,0.254286,1.966292,0.495422
262,53,55,35,207,0.144628,0.490741,0.602273,0.490741,0.397727,0.540816,0.251429,1.95181,0.497165
263,53,55,34,208,0.140496,0.490741,0.609195,0.490741,0.390805,0.54359,0.248571,1.974244,0.499438
264,53,55,33,209,0.136364,0.490741,0.616279,0.490741,0.383721,0.546392,0.245714,1.997201,0.501053
265,53,55,32,210,0.132231,0.490741,0.623529,0.490741,0.376471,0.549223,0.242857,2.020697,0.502559
266,52,56,32,210,0.132231,0.481481,0.619048,0.481481,0.380952,0.541667,0.24,2.006173,0.505203
267,51,57,32,210,0.132231,0.472222,0.614458,0.472222,0.385542,0.534031,0.237143,1.991299,0.510095
268,50,58,32,210,0.132231,0.462963,0.609756,0.462963,0.390244,0.526316,0.234286,1.976061,0.511658
269,49,59,32,210,0.132231,0.453704,0.604938,0.453704,0.395062,0.518519,0.231429,1.960448,0.5143
270,49,59,31,211,0.128099,0.453704,0.6125,0.453704,0.3875,0.521277,0.228571,1.984954,0.514982
271,48,60,31,211,0.128099,0.444444,0.607595,0.444444,0.392405,0.513369,0.225714,1.969058,0.521644
272,47,61,31,211,0.128099,0.435185,0.602564,0.435185,0.397436,0.505376,0.222857,1.952754,0.522193
273,46,62,31,211,0.128099,0.425926,0.597403,0.425926,0.402597,0.497297,0.22,1.936027,0.527086
274,45,63,31,211,0.128099,0.416667,0.592105,0.416667,0.407895,0.48913,0.217143,1.91886,0.529195
275,44,64,31,211,0.128099,0.407407,0.586667,0.407407,0.413333,0.480874,0.214286,1.901235,0.530219
276,43,65,31,211,0.128099,0.398148,0.581081,0.398148,0.418919,0.472527,0.211429,1.883133,0.530347
277,42,66,31,211,0.128099,0.388889,0.575342,0.388889,0.424658,0.464088,0.208571,1.864536,0.531059
278,42,66,30,212,0.123967,0.388889,0.583333,0.388889,0.416667,0.466667,0.205714,1.890432,0.531834
279,41,67,30,212,0.123967,0.37963,0.577465,0.37963,0.422535,0.458101,0.202857,1.871414,0.534893
280,41,67,29,213,0.119835,0.37963,0.585714,0.37963,0.414286,0.460674,0.2,1.898148,0.536071
281,41,67,28,214,0.115702,0.37963,0.594203,0.37963,0.405797,0.463277,0.197143,1.925658,0.536787
282,41,67,27,215,0.11157,0.37963,0.602941,0.37963,0.397059,0.465909,0.194286,1.953976,0.538618
283,40,68,27,215,0.11157,0.37037,0.597015,0.37037,0.402985,0.457143,0.191429,1.934771,0.539239
284,39,69,27,215,0.11157,0.361111,0.590909,0.361111,0.409091,0.448276,0.188571,1.914983,0.53993
285,38,70,27,215,0.11157,0.351852,0.584615,0.351852,0.415385,0.439306,0.185714,1.894587,0.543484
286,37,71,27,215,0.11157,0.342593,0.578125,0.342593,0.421875,0.430233,0.182857,1.873553,0.544025
287,37,71,26,216,0.107438,0.342593,0.587302,0.342593,0.412698,0.432749,0.18,1.903292,0.545365
288,36,72,26,216,0.107438,0.333333,0.580645,0.333333,0.419355,0.423529,0.177143,1.88172,0.546364
289,36,72,25,217,0.103306,0.333333,0.590164,0.333333,0.409836,0.426036,0.174286,1.912568,0.546528
290,35,73,25,217,0.103306,0.324074,0.583333,0.324074,0.416667,0.416667,0.171429,1.890432,0.551039
291,35,73,24,218,0.099174,0.324074,0.59322,0.324074,0.40678,0.419162,0.168571,1.922473,0.551158
292,34,74,24,218,0.099174,0.314815,0.586207,0.314815,0.413793,0.409639,0.165714,1.899745,0.552124
293,33,75,24,218,0.099174,0.305556,0.578947,0.305556,0.421053,0.4,0.162857,1.876218,0.553837
294,33,75,23,219,0.095041,0.305556,0.589286,0.305556,0.410714,0.402439,0.16,1.909722,0.556048
295,32,76,23,219,0.095041,0.296296,0.581818,0.296296,0.418182,0.392638,0.157143,1.885522,0.557972
296,31,77,23,219,0.095041,0.287037,0.574074,0.287037,0.425926,0.382716,0.154286,1.860425,0.558082
297,30,78,23,219,0.095041,0.277778,0.566038,0.277778,0.433962,0.372671,0.151429,1.834382,0.559696
298,29,79,23,219,0.095041,0.268519,0.557692,0.268519,0.442308,0.3625,0.148571,1.807336,0.561637
299,29,79,22,220,0.090909,0.268519,0.568627,0.268519,0.431373,0.36478,0.145714,1.842774,0.57039
300,29,79,21,221,0.086777,0.268519,0.58,0.268519,0.42,0.367089,0.142857,1.87963,0.571452
301,29,79,20,222,0.082645,0.268519,0.591837,0.268519,0.408163,0.369427,0.14,1.917989,0.574724
302,29,79,19,223,0.078512,0.268519,0.604167,0.268519,0.395833,0.371795,0.137143,1.957948,0.575774
303,28,80,19,223,0.078512,0.259259,0.595745,0.259259,0.404255,0.36129,0.134286,1.930654,0.57838
304,28,80,18,224,0.07438,0.259259,0.608696,0.259259,0.391304,0.363636,0.131429,1.972625,0.579338
305,27,81,18,224,0.07438,0.25,0.6,0.25,0.4,0.352941,0.128571,1.944444,0.58636
306,26,82,18,224,0.07438,0.240741,0.590909,0.240741,0.409091,0.342105,0.125714,1.914983,0.588272
307,26,82,17,225,0.070248,0.240741,0.604651,0.240741,0.395349,0.344371,0.122857,1.959518,0.59402
308,25,83,17,225,0.070248,0.231481,0.595238,0.231481,0.404762,0.333333,0.12,1.929012,0.600436
309,24,84,17,225,0.070248,0.222222,0.585366,0.222222,0.414634,0.322148,0.117143,1.897019,0.605367
310,24,84,16,226,0.066116,0.222222,0.6,0.222222,0.4,0.324324,0.114286,1.944444,0.60851
311,24,84,15,227,0.061983,0.222222,0.615385,0.222222,0.384615,0.326531,0.111429,1.994302,0.609146
312,24,84,14,228,0.057851,0.222222,0.631579,0.222222,0.368421,0.328767,0.108571,2.046784,0.609259
313,23,85,14,228,0.057851,0.212963,0.621622,0.212963,0.378378,0.317241,0.105714,2.014515,0.610853
314,23,85,13,229,0.053719,0.212963,0.638889,0.212963,0.361111,0.319444,0.102857,2.070473,0.631158
315,22,86,13,229,0.053719,0.203704,0.628571,0.203704,0.371429,0.307692,0.1,2.037037,0.632614
316,21,87,13,229,0.053719,0.194444,0.617647,0.194444,0.382353,0.295775,0.097143,2.001634,0.634062
317,20,88,13,229,0.053719,0.185185,0.606061,0.185185,0.393939,0.283688,0.094286,1.964085,0.638467
318,19,89,13,229,0.053719,0.175926,0.59375,0.175926,0.40625,0.271429,0.091429,1.92419,0.643403
319,19,89,12,230,0.049587,0.175926,0.612903,0.175926,0.387097,0.273381,0.088571,1.98626,0.649584
320,18,90,12,230,0.049587,0.166667,0.6,0.166667,0.4,0.26087,0.085714,1.944444,0.650509
321,18,90,11,231,0.045455,0.166667,0.62069,0.166667,0.37931,0.262774,0.082857,2.011494,0.652924
322,17,91,11,231,0.045455,0.157407,0.607143,0.157407,0.392857,0.25,0.08,1.967593,0.657533
323,17,91,10,232,0.041322,0.157407,0.62963,0.157407,0.37037,0.251852,0.077143,2.040466,0.662199
324,17,91,9,233,0.03719,0.157407,0.653846,0.157407,0.346154,0.253731,0.074286,2.118946,0.66303
325,16,92,9,233,0.03719,0.148148,0.64,0.148148,0.36,0.240602,0.071429,2.074074,0.667007
326,16,92,8,234,0.033058,0.148148,0.666667,0.148148,0.333333,0.242424,0.068571,2.160494,0.66728
327,15,93,8,234,0.033058,0.138889,0.652174,0.138889,0.347826,0.229008,0.065714,2.113527,0.674538
328,15,93,7,235,0.028926,0.138889,0.681818,0.138889,0.318182,0.230769,0.062857,2.209596,0.683904
329,14,94,7,235,0.028926,0.12963,0.666667,0.12963,0.333333,0.217054,0.06,2.160494,0.686601
330,13,95,7,235,0.028926,0.12037,0.65,0.12037,0.35,0.203125,0.057143,2.106481,0.694311
331,12,96,7,235,0.028926,0.111111,0.631579,0.111111,0.368421,0.188976,0.054286,2.046784,0.695336
332,11,97,7,235,0.028926,0.101852,0.611111,0.101852,0.388889,0.174603,0.051429,1.980453,0.706641
333,10,98,7,235,0.028926,0.092593,0.588235,0.092593,0.411765,0.16,0.048571,1.906318,0.719406
334,10,98,6,236,0.024793,0.092593,0.625,0.092593,0.375,0.16129,0.045714,2.025463,0.722548
335,9,99,6,236,0.024793,0.083333,0.6,0.083333,0.4,0.146341,0.042857,1.944444,0.722796
336,8,100,6,236,0.024793,0.074074,0.571429,0.074074,0.428571,0.131148,0.04,1.851852,0.724125
337,7,101,6,236,0.024793,0.064815,0.538462,0.064815,0.461538,0.115702,0.037143,1.745014,0.729592
338,6,102,6,236,0.024793,0.055556,0.5,0.055556,0.5,0.1,0.034286,1.62037,0.730588
339,6,102,5,237,0.020661,0.055556,0.545455,0.055556,0.454545,0.10084,0.031429,1.767677,0.738422
340,6,102,4,238,0.016529,0.055556,0.6,0.055556,0.4,0.101695,0.028571,1.944444,0.741207
341,5,103,4,238,0.016529,0.046296,0.555556,0.046296,0.444444,0.08547,0.025714,1.800412,0.752507
342,5,103,3,239,0.012397,0.046296,0.625,0.046296,0.375,0.086207,0.022857,2.025463,0.761194
343,4,104,3,239,0.012397,0.037037,0.571429,0.037037,0.428571,0.069565,0.02,1.851852,0.763745
344,3,105,3,239,0.012397,0.027778,0.5,0.027778,0.5,0.052632,0.017143,1.62037,0.764023
345,2,106,3,239,0.012397,0.018519,0.4,0.018519,0.6,0.035398,0.014286,1.296296,0.765847
346,2,106,2,240,0.008264,0.018519,0.5,0.018519,0.5,0.035714,0.011429,1.62037,0.7698
347,1,107,2,240,0.008264,0.009259,0.333333,0.009259,0.666667,0.018018,0.008571,?,0.781521
348,1,107,1,241,0.004132,0.009259,0.5,0.009259,0.5,0.018182,0.005714,?,0.799522
349,0,108,1,241,0.004132,0,0,0,1,?,0.002857,?,0.824951
350,0,108,0,242,0,0,?,0,?,?,0,?,0.824961
